d10,d2,d5
2.2792777315441626e-5,1.4269707924040252e-5,5.700195538826487e-5
5.037612485054345e-5,1.8130598468435427e-5,0.0001287252460044233
0.0002981508535870804,6.295041867815547e-5,1.5722869468914577e-5
5.356987713793194e-5,0.0003407808400630093,0.00022550019600255615
0.00010835946807276543,0.00017789233808659482,4.0199028438620334e-7
0.00011628478415167694,1.0715974392646651e-6,2.68277794459027e-5
0.0003118109260308185,8.53303153964161e-5,8.695382371551696e-6
3.837590896857655e-5,2.2787365833390203e-5,2.84948363595868e-5
6.230081366178761e-5,8.90027208957613e-5,6.499124979705532e-5
4.5979130373493754e-5,3.6390042653543575e-5,3.1158967011781474e-6
0.00019147924145312208,5.06497504099697e-6,1.5816015691241657e-5
0.00013914732844341626,0.00012757040843613894,6.11834429597209e-5
7.993877063912571e-5,0.00013455093180271717,1.0392342944397721e-5
0.00025742804566698227,0.0002825865767411737,7.827783160689718e-5
0.00019434509201481207,0.00021665500924997105,0.0001965424298610937
1.6975289664316942e-5,6.769678560928235e-5,0.00013182149351790082
5.505992234048813e-5,0.00027443971634660917,0.00011392436391101702
5.686570818172163e-5,0.0003215274421320889,8.20824096955869e-5
2.3436697819992014e-5,7.236480948386403e-5,9.436194042040757e-6
5.519613078703367e-6,0.00012823313051237126,2.59160498219335e-5
1.246671523805561e-5,2.1336551552184693e-6,1.3298969760088064e-5
6.77684714325393e-5,1.0858403621139538e-6,9.764750402960623e-5
5.289931255306638e-6,7.373246788461231e-5,9.467280424401835e-6
0.00031595651749960864,1.4538441801489478e-5,1.9538302923892294e-6
2.7644846344392856e-6,6.01009408655115e-5,4.430857524978365e-5
5.671342683532503e-6,1.0780050781585864e-5,0.0001731171790764564
1.4657208575420443e-5,0.00013962689158626706,3.575912136419673e-5
2.147002403264999e-5,0.00015409860279279617,6.776821207453986e-6
4.066752021937366e-6,5.3660631011000495e-5,0.00013126982488810419
0.0002491155772705269,0.0010169506544818224,2.197022853082417e-5
6.943162708382033e-5,5.8359140582771364e-5,5.544963631042994e-5
6.582669920764552e-5,1.0549259905770881e-5,0.0002492937732188429
8.061140536805575e-5,2.238106516591668e-5,0.00011130381842650589
3.618252565937839e-5,2.2749279620111647e-5,7.610869635169967e-6
0.0003684033472240539,7.66049087687616e-5,2.3699206438008795e-5
9.133123706449668e-5,6.53810881086123e-5,0.00018351103410306775
5.890124118397199e-6,0.00017438849291357992,0.00040832650686933343
2.4069521547364716e-5,4.023838686937636e-5,0.0002731996149967374
9.80091137622351e-5,0.00011993460742662328,0.00010973777856738039
1.2596328123163876e-5,0.0008998442267341591,5.50524724639066e-5
5.756998034271804e-6,4.401179624075251e-5,2.205805671522626e-5
4.1371129943705184e-5,0.00014321259361268506,0.00023206382479766497
0.00011703000840669465,7.94625133374908e-5,0.00015364070257148339
0.00039212111869727027,0.00029431787049093736,0.0003499027498242622
0.00012853462161464208,0.0003065848994875862,2.429271668362763e-5
3.0152979472895184e-5,0.0002614029324555343,6.615096824707626e-5
5.7148419307961964e-5,2.631420532535603e-5,4.2857256686279064e-5
0.00013312986189096754,0.00012956924638628082,8.515456255731187e-5
0.0012088957676206495,5.8158071569930634e-5,0.00017142859594254406
2.2123708159580748e-5,0.00017239181597144507,2.9032976459506836e-6
0.0001274497904942533,0.0006544728174559081,4.1495320635266705e-5
5.841894281967255e-5,0.000305002177961249,2.0146985407409188e-5
6.689158481052586e-5,5.231329781941937e-7,3.0837743812622636e-5
7.901193669518311e-5,1.2062654469356736e-5,0.00018202712445137677
1.338148342514904e-5,2.8741957456852866e-6,0.0008237445743205785
0.0001368580403348187,7.85403243716716e-6,7.5260456258845e-5
6.293790436606355e-5,0.0002543962930658243,0.0001126403238067996
1.2868585414818458e-5,0.00013438302810719194,0.00031196895460437773
9.416820211820219e-5,0.00011264787901365422,0.0003185127225116067
1.6201418677926302e-5,5.147988207726571e-5,5.764758535453831e-5
8.799472523180125e-5,0.00013355118248033215,0.0002005190997966646
4.804782931500217e-5,0.00013677444142593168,2.845242906934983e-5
5.3356915920950895e-5,5.94419639427844e-5,2.7462828156510446e-5
1.6106709392656106e-5,4.89398283260095e-5,4.676834164203436e-5
