minimum,maximum,mean,median,std
0.1263650157340994,70.97025047289482,11.193272821946397,6.034346596416153,14.792983615290655
0.08958638368459246,80.73263834615955,7.165609240097542,3.678156293120175,14.757666852908818
0.004557743843599129,17.89257448640944,2.6078379685595285,1.0962155780177056,3.956688694499193
0.003454560136220965,6.24484226997671,1.2876088244064328,0.43129322810604354,1.6452331835150238
0.0009902011522249423,5.317648535124895,0.7315120652857857,0.27101384525527117,1.1321561303151688
0.009223781738927326,5.55199221469123,0.850734182297021,0.21687519970109656,1.3676143440136332
0.0073945977044331795,4.283987280719011,0.6211481613761056,0.2962182723129594,1.012113356067105
8.834195408237955e-5,6.314964814625509,0.8413010542170105,0.4107146245590581,1.2370068919315942
0.01655681951190115,5.86161369257934,0.9912829343216317,0.3806825241796863,1.3654223274727966
0.022743897958642803,1.9773635553006044,0.32132593258786185,0.19444146733210815,0.40255433617373837
0.002521017127168569,3.2968264779587066,0.6717477341291632,0.5282297234343946,0.7047766427868615
0.023688794470949612,2.7074264483054282,0.7318750410428602,0.45866331383356806,0.6990805710583535
0.0006670954890068979,3.3699728090826615,0.7343015131987116,0.18570395377993804,0.9595261706542514
0.00789984092134237,6.557867801303236,0.9705299952084803,0.3618129550483407,1.5053058093446496
8.907548560030538e-5,2.1100419221997773,0.5820350360176841,0.2521318807089101,0.6445025877892573
0.00011163548702568298,8.930525755192914,0.8558600804730891,0.1762857096327171,1.8217181482453064
0.010211797634273049,2.370847808727199,0.49873891205335713,0.20477929768163564,0.5833527660961897
0.013779721574395158,5.773440322110004,0.7768228565727516,0.35586423230096575,1.2360135123345108
0.0063060141047040314,4.5864620391325035,0.5721210092528334,0.12165348295314653,1.051205795362338
0.01787334516717224,2.331353651025045,0.5500551274184077,0.38444230842680993,0.593767238097428
0.008567497287017825,2.3696701683069716,0.4839216158183633,0.22024152162176125,0.6290994089110135
0.012514051636954591,1.979556156967767,0.3505920584241005,0.21549882295378342,0.4765462185550092
0.0039646627712783804,1.86201766001451,0.3462393780462841,0.21157684150964007,0.4299276622423908
0.00017032346116832944,3.923092117873004,0.758527524687292,0.19696568743476026,1.2031503400960446
0.0031220486977502357,1.4625746185602262,0.4873154273578235,0.22173273395310217,0.5050259147882046
0.0053620779854269985,1.4904620138098037,0.37765153740322854,0.1601493100148907,0.44282101796358236
0.0026018793113966655,2.1701590643439266,0.3943808992355346,0.14749482782289358,0.5498623887295995
0.011515097598112655,3.430015748197848,0.668467329077857,0.3937084078541887,0.7687669543021654
0.00916691611709226,2.1685270543654136,0.5171288609284994,0.2512555006938425,0.6098351096161885
0.0009709759537615955,1.7017269876512116,0.40747288500053885,0.22867709273772668,0.4660911471237212
0.0018692744858683132,2.8734522066653905,0.47297612568501163,0.18897494331387,0.6293465659956328
0.004376471139916017,3.2481343272181085,0.4457716828148153,0.15169853739225825,0.734724876480502
0.012635461112234072,4.4031251215923914,0.5338512832511366,0.2823587782870466,0.8478211516931266
0.00485654275433701,1.5027430629811136,0.4241759973666081,0.1910952421445973,0.4614159631344907
0.017301910295574933,2.4631801863817535,0.45420992926688525,0.28099422154281045,0.5331682096161823
0.006579462890109291,2.6360973880417813,0.5834415675310445,0.17645298706582235,0.7931204237424178
0.008635088013743783,3.165647236303186,0.4337215595002332,0.29136693395709345,0.6182395555670991
0.0029341644823014214,5.279403169618534,0.4215975256164434,0.1234655907406396,0.9606827415905858
0.0006678765861181694,1.2321721797561151,0.32704686878285527,0.21063531049183298,0.33319631669310207
0.004803188262031763,2.1864866455221748,0.3706052595402772,0.12934450952881382,0.5670469993387635
